Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_591_bundle.zip,Applicant_591,MWIC/SHG/1288/016,Kitui,Other,Bank Statement,784879270,Fail,Out of scope in value chain. Procures milk in local markets,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_592_bundle.zip,Applicant_592,CS/17434,Kisii,Dairy,Balance Sheets,719593002,Pass," There is evidence of a registration certificate, verified financial statement and is in scope",5,"Registered ≥3 years; functioning governance, audited handovers.",4,Turnover 5–<10M; mostly stable; bank/M-Pesa + one statement or accounting package,5,"Active buyer contracts, multi-channel sales, repeat customers, defensible price advantage",5,"Clear problem–solution, quantified targets, costed budget, co-investment readiness",5,Priority VC; fills a critical node (processing/aggregation); documented linkages upstream & downstream.,5,"≥50% women/youth participation; ≥2 green practices (solar, clean production, feed storage).",,Tier 1,100,80,100,100,100,100,10,16,20,25,15,10,96,0,96,8,
application_593_bundle.zip,Applicant_593,00/2940 MWIG/SHG/2420/2020,Kitui,Other,Bank Statement,725405504,Fail,Out of scope in value chain. Constructs bee hives and other bee keeping activities.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_594_bundle.zip,Applicant_594,BN-P6C2YGVB,Homa Bay,Other,Income Statement,740638496,Fail,Out of scope in value chain. Deals with cross breeding animals.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_595_bundle.zip,Applicant_595,CS/17656,Kitui,Other,Bank Statement,712182909,Fail,Out of scope in value chain. Constructs bee hives and other bee keeping activities.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_596_bundle.zip,Applicant_596,RA-EGSP7M,Nandi,Other,Mpesa statement,729470525,Fail,"Out of scope in value chain. Involved i knitting, embroidery and tailoring in small scale for sale in local markets",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_597_bundle (1).zip,Applicant_597, PVT - 6LUQPOA,Kisii,Other,Mpesa statement,711331197,Fail,Out of scope in value chain. Has ventured into banana farming,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_598_bundle.zip,Applicant_598,DSD/37/207/01/80613,Kakamega,Other,Bank Statement,721974963,Fail,Out of scope in value chain. Produces milk for sale in local markets.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_599_bundle.zip,Applicant_599,BTR/DSS/WG/9285/2019,Kakamega,Other,Bank Statement,701474936,Fail,Out of scope in value chain. Produces milk from a smale scale farm and sells locally.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_600_bundle.zip,Applicant_600,DSD/37/207/01/43600,Kakamega,Other,Bank Statement,725857955,Fail,Out of scope in value chain. Produces milk from a smale scale farm and sells locally.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_601_bundle.zip,Applicant_601,BTR/DSS/CBO/0088/2020,Kakamega,Other,Bank Statement,723584205,Fail,Out of scope in value chain. Produces milk from a smale scale farm and sells locally.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_602_bundle.zip,Applicant_602,BN/2014/264911,Kilifi,Other,Income Statement,721963635,Fail,Out of scope in value chain. Produces nuts and seeds for local consumerism purposes,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_603_bundle.zip,Applicant_603,PVT-EYUBY2RG,Kwale,Other,Mpesa statement,721440217,Fail,Out of scope in value chain. Produces charcoal briquettes for household use in cooking.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_604_bundle.zip,Applicant_604,ASSFA13B8B,Kilifi,Other,Balance Sheets,790175522,Fail,"Out of scope in value chain. Deals with milk production, animal husbandry, feed formulation, fodder planting and storage.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_605_bundle.zip,Applicant_605,SS/KFI/S/LR/SHG/CHONYI-D/63/2016,Kilifi,Textile,Income Statement,740540926,Fail,Unverifiable income statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_606_bundle.zip,Applicant_606,CS/NO.10.164,Nyandarua,Dairy,Bank Statement,721377103,Fail,Insufficient financial evidenc. Has provided only one month income statement.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_607_bundle.zip,Applicant_607,ASS-7F7CA88,Kwale,Leather,Bank Statement,710128616,Fail,Ineligible business registration,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_608_bundle (1).zip,Applicant_608,CS/28585,Samburu,Edible Oils,Bank Statements,716616581,Pass,"Necessary documentation, Multiple value chains, including meat handling and leather",4,Registered <3 years,1,"Thin evidence, inconsistent with statements",4,"Consistent sales, B2B/B2C/export; no contracts yet.",3,Clear growth direction; lacks budget and risk mitigation.,4,"Additional VC, clear aggregation/processing, upstream-downstream linkages.",3,: ≥50% youth inclusion; minimal green practices.,P1,Tier 1,80,20,80,60,80,60,8,4,16,15,12,6,61,5,56,185,
application_609_bundle.zip,Applicant_609,RA-R7TDRA,Wajir,Dairy,Bank Statements,729862443,Pass,Necessary documentation attached,4,Registered <3 years,2,"<1M turnover, sporadic results Basic records",3,Local sales via wholesalers; emerging quality practices,3,"Clear growth direction; generic targets, lacks budget.",4,"priority VC, clear node participation, some linkages",3,strong gender inclusivity 0 sustainability practices,,Tier 1,80,40,60,60,80,60,8,8,12,15,12,6,61,0,61,168,
application_610_bundle.zip,Applicant_610,PVT-V7UA36PZ,Meru,Other,Bank and Mpesa Statements,724546685,Fail,"Not a prority VC, potato chips processing",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_611_bundle.zip,Applicant_611,ASS RA-JRSRVM,Kwale,Forestry,None,715172338,Fail,"Overlaps with blue economy, no financial evidence",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_612_bundle.zip,Applicant_612,CS/24876,Elgeyo-Marakwet,Other,Bank Statements,716892084,Fail,"Not a prority VC, women financing sacco",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_613_bundle.zip,Applicant_613,No. 35586,Tharaka Nithi,Other,Bank Statements,729152168,Fail,"Not a priority VC, meat slaughter and processing",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_614_bundle.zip,Applicant_614,CS/19828,Kwale,Textile,Income and bank Statements,742080176,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; bank statements provided,5,active offtake/buyer contracts; repeat customers; defensible price,4,strong plan with minor gaps,5,"aggregation + processing, linkages to Thika Cloth Mills and gov’t seed suppliers",4,strong gender/youth participation; 2+ green practices; no PWD inclusion,,Tier 1,100,100,100,80,100,80,10,20,20,20,15,8,93,0,93,16,
application_615_bundle.zip,Applicant_615,CS/24237,Tharaka Nithi,Dairy,Income and bank Statements,728093770,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; bank statements provided,4,consistent monthly orders; growing channels; basic quality assurance,4,strong plan with minor gaps,5,priority VC; fills critical node; documented linkages upstream & downstream,4,strong gender/youth participation; 2+ green practices; no PWD inclusion,,Tier 1,100,100,80,80,100,80,10,20,16,20,15,8,89,0,89,30,
application_616_bundle.zip,Applicant_616,CS/30184,Siaya,Edible Oils,Bank Statements,769950508,Pass,Necessary documentation attached,4,Registered ≥1yr basic structure,2,Turnover <1M; sporadic results,3,regular local sales; one channel; emerging quality practices,4,strong plan with minor gaps; no costed budget or risk mitigation,5,priority VC; fills critical node; documented linkages upstream & downstream,3,moderate inclusion; some intent on sustainability,,Tier 1,80,40,60,80,100,60,8,8,12,20,15,6,69,0,69,136,
application_617_bundle.zip,Applicant_617,PVT-JZUGVEY2,Vihiga,Textile,Bank Statements,789038964,Pass,Necessary documentation attached,5,Registered > 3yrs,2,Turnover <1M; sporadic results,4,"Stable demand from schools & institutions, mix of B2B/B2C, digital entry started, but no formal offtake contracts",4,strong plan with minor gaps; no costed budget or risk mitigation,4,"well-placed in textile VC with upstream sourcing and downstream sales, but linkages not fully formalized",4,≥50% women/youth + 2+ green practices; no PWDs,,Tier 1,100,40,80,80,80,80,10,8,16,20,12,8,74,0,74,108,
application_618_bundle (2).zip,Applicant_618,ASS-988361C,Mandera,Construction,Bank Statements,720729712,Pass,Necessary documentation attached,5,Registered > 3yrs,2,"Turnover < 1M, records exist through QuickBooks",3,regular local sales; one channel; emerging quality practice,2,vague plan; limited targets; unclear resourcing,3,priority VC; weak linkages; potential to upgrade,4,strong gender/youth participation; 2+ green practices; no PWD inclusion,,Tier 1,100,40,60,40,60,80,10,8,12,10,9,8,57,0,57,182,
application_619_bundle (1).zip,Applicant_619,NRK/DSS/NN/1633,Narok,Dairy,Bank Statements,725065015,Pass,Necessary documentation attached,5,Registered > 3yrs,3,Turnover 1–<5M; stable or recovering; at least one statement,4,Consistent monthly orders; growing channels (incl. digital marketplaces); basic quality assurance.,5,clear problem–solution; quantified targets; detailed execution plan; costed budget; risks & mitigations; co-investment readiness,5,Priority VC; fills a critical node (aggregation/processing); documented linkages upstream & downstream.,4,strong gender/youth participation; 2+ green practices; no PWD inclusion,,Tier 1,100,60,80,100,100,80,10,12,16,25,15,8,86,0,86,41,
application_620_bundle.zip,Applicant_620,CS/29499,Turkana,Other,Bank Statements,719436751,Fail,"Not a priority VC, horticultural produce",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_621_bundle.zip,Applicant_621,No. 1584,Nairobi,Other,Bank Statements,726238218,Fail,"Not a priority VC, cleaning services",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_622_bundle.zip,Applicant_622,PVT-6LUXD2Z,Vihiga,Construction,Mpesa Statements,726945608,Fail,"Financial proof unverifiable, password encrypted",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_623_bundle.zip,Applicant_623,CS.11373,Tharaka Nithi,Dairy,Income statements,715914870,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; income statements provided,4,"consistent orders, multiple channels, quality control; but not yet strong multi-channel diversification",5,"clear problem-solution, targets, execution plan, costed equipment, aligned with growth",5,"priority VC, critical node with linkages",4,strong gender/youth participation; 2+ green practices; no PWD inclusion,,Tier 1,100,100,80,100,100,80,10,20,16,25,15,8,94,0,94,11,
application_624_bundle.zip,Applicant_624,ASS-F440E6C,Kirinyaga,Other,Cash books,720438127,Fail,"Not a priority VC, unclear horticultural produce",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_625_bundle.zip,Applicant_625,PVT-DLU67M3,Nairobi,Other,Income statements,723764118,Fail,"Not a priority VC, not directly producing in priority VCs, but supports MSMEs through digital marketing",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_626_bundle.zip,Applicant_626,CS/12587,Bungoma,Other,Income statements and balance sheets,726954843,Fail,"Not a priority VC, coffee production",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_627_bundle.zip,Applicant_627,No.1711,Kwale,Construction,Bank Statements,727724672,Pass,Necessary documentation attached,4,Registered ≥1yr basic structure,1,"minimal transactions, thin evidence",3,"regular local sales, one main channel, emerging quality practices",4,strong plan with minor gaps,4,"priority VC, clear node participation, some linkages",3,moderate inclusion,,Tier 2,80,20,60,80,80,60,8,4,12,20,12,6,62,0,62,165,
application_628_bundle (2).zip,Applicant_628,DSD/8/34/02/51559,Wajir,Construction,Bank card,724897575,Fail,Bank card shows no financial evidence just an account number,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_629_bundle.zip,Applicant_629,MWI(E)3362536/014,Kitui,Construction,Bank Statements,797535509,Pass,Necessary documentation attached,5,Registered > 3yrs,1,"minimal transactions, thin evidence",3,regular local sales; some channels; emerging quality practices,4,strong plan with minor gaps,4,"priority VC, clear node participation, some linkages",3,moderate inclusion,P1,Tier 1,100,20,60,80,80,60,10,4,12,20,12,6,64,5,59,174,
application_630_bundle.zip,Applicant_630,PVT-GYUQBB6G,Nyeri,Construction,Bank Statements,722645436,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; bank statements provided,5,Active contracts; multi-channel; repeat customers; defensible positioning,4,strong plan with minor gaps,5,"priority VC, critical node with linkages",3,moderate inclusion,,Tier 1,100,100,100,80,100,60,10,20,20,20,15,6,91,0,91,22,
application_631_bundle.zip,Applicant_631,BN-2RC5KV73,Garissa,Textile,Bank statements,705989054,Fail,Personal statement anomalies,5,Registered > 3yrs,2,Turnover <1M; sporadic results due to low volume,2,Intermittent sales; weak channels; limited differentiation,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node,3,moderate inclusion,,Tier 2,100,40,40,40,40,60,10,8,8,10,6,6,48,0,48,144,
application_632_bundle.zip,Applicant_632,DSD/6/23/01/21667,Taita Taveta,Edible Oils,Bank statements,702682425,Pass,Necessary documentation attached,3,Registered <1 yr; basic structure in place,2,Turnover <1M; sporadic results due to low volume,2,Intermittent sales; weak channels; limited differentiation,2,Vague plan; limited targets; unclear resourcing,4,"priority VC, clear node participation, some linkages",4,moderate inclusion,,Tier 1,60,40,40,40,80,80,6,8,8,10,12,8,52,0,52,196,
application_633_bundle.zip,Applicant_633,CS/477,Bungoma,Other,Bank statements,726285559,Fail,"Not a priority VC, coffee production",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_634_bundle.zip,Applicant_634,PVT-JZUGEEL6,Laikipia,Dairy,Income statements,702735380,Pass,Necessary documentation attached,5,Registered > 3yrs,3,Turnover 1 - <5M; stable or recovering; at least one statement,4,"consistent orders, multiple channels, quality control; but not yet strong multi-channel diversification",5,"clear problem-solution, targets, execution plan, costed equipment, aligned with growth",5,"priority VC, critical node with linkages",4,moderate inclusion,,Tier 1,100,60,80,100,100,80,10,12,16,25,15,8,86,0,86,41,
application_635_bundle.zip,Applicant_635,DSD/3/37/207/01/93724,Kakamega,Dairy,Bank statements,796908267,Pass,Necessary documentation attached,3,small-scale but structured and functional,2,Turnover <1M; sporadic results due to low volume,3,"regular local sales, one main channel, emerging quality practices",4,strong plan with minor gaps,3,priority VC; weak linkages; potential to upgrade,4,moderate inclusion,,Tier 1,60,40,60,80,60,80,6,8,12,20,9,8,63,0,63,160,
application_636_bundle.zip,Applicant_636,MWIC/SHG/31283/2021,Kitui,Dairy,Bank statements,742794102,Fail,"Bank statement anomaly, similar to another entities",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_637_bundle (1).zip,Applicant_637,RXUMR6V7,Nyandarua,Dairy,Bank statements,741921688,Pass,Necessary documentation attached,3,small-scale but structured and functional,2,Turnover <1M; sporadic results due to low volume,3,"regular local sales, one main channel, emerging quality practices",4,strong plan with minor gaps,4,"priority VC, clear node participation, some linkages",4,moderate inclusion,,Tier 1,60,40,60,80,80,80,6,8,12,20,12,8,66,0,66,146,
application_638_bundle (1).zip,Applicant_638,CSNO11800,Kericho,Dairy,Income statements,722983073,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; bank statements provided,5,active offtake/buyer contracts; repeat customers; defensible positioning,4,strong plan with minor gaps,5,"priority VC, critical node with linkages",3,moderate inclusion,,Tier 1,100,100,100,80,100,60,10,20,20,20,15,6,91,0,91,22,
application_639_bundle.zip,Applicant_639,CS/12489,Nandi,Tea,Income statements,768025273,Pass,Necessary documentation attached,5,Registered > 3yrs,5,Turnover ≥10M; positive 2-yr trend; bank statements provided,4,"consistent orders, multiple channels, quality control; but not yet strong multi-channel diversification",5,"clear problem-solution, targets, execution plan, costed equipment, aligned with growth",5,"priority VC, critical node with linkages",4,moderate inclusion,,Tier 1,100,100,80,100,100,80,10,20,16,25,15,8,94,0,94,11,
application_640_bundle.zip,Applicant_640,No. 1884,Kwale,Other,Cash books,723790094,Fail,"Not a priority VC, woodcraft",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_641_bundle.zip,Applicant_641,BTR/DSS/SHG/10243/2018,Kakamega,Other,Bank statements,710990875,Fail,"Not a priority VC, dairy cow farming",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_642_bundle.zip,Applicant_642,CS/25940,Kwale,Edible Oils,Bank statements,722611054,Pass,Necessary documentation attached,5,Registered > 3yrs,1,"minimal transactions, thin evidence",3,"regular B2B/B2C sales but weak channels, small scale",3,"direction clear, but execution resources unclear",3,priority VC; weak linkages; potential to upgrade,3,moderate inclusion,,Tier 2,100,20,60,60,60,60,10,4,12,15,9,6,56,0,56,185,
application_643_bundle.zip,Applicant_643,CPR/2015/201792,Nakuru,Textile,Income statement,722112019,Fail,No financial evidence from the last 12 months (2021),,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_644_bundle.zip,Applicant_644,BTR/DSS/SHG/15278/2019,Kakamega,Other,Bank statements,710564984,Fail,"Not a priority VC, dairy farming",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_645_bundle.zip,Applicant_645,PLC-R2SM59,Trans Nzoia,Dairy,Income statements,740005520,Pass,Necessary documentation attached,5,Registered > 3yrs,5,annual turnover consistently KES 86M–91M,5,"Multi-channel sales: B2B (Daima, Musty), B2C (schools, supermarkets, retailers). KEBS & KDB approvals strengthen competitiveness.",5,"Clear expansion plan: increase capacity from 4,000L → 24,000L/day; job creation; farmer price stabilization; risk identification (infrastructure gaps) with mitigation.",5,"fully integrated dairy node: milk collection, bulking, chilling, processing (UHT, yoghurt), distribution. Strong linkages upstream (farmers) & downstream (distributors/consumers)",5,"Membership majority women (61%) + women leadership on board. Green practices: solar power, planned wood boiler, eco-friendly operations.",,Tier 1,100,100,100,100,100,100,10,20,20,25,15,10,100,0,100,1,
application_646_bundle.zip,Applicant_646,DSD/37/207/01/108876,Kakamega,Dairy,Bank statements,704577266,Fail,"Not a priority VC, dairy farming",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_647_bundle.zip,Applicant_647,DSD/KWL/MSAMB/SHG/0042111/2021,Kwale,Edible Oils,Cash books,707775273,Fail,Registration certificate not uploaded,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_648_bundle.zip,Applicant_648,BN-QBSOWAWW,Kakamega,Dairy,Bank statements,718591893,Fail,"Not a priority VC, dairy farming",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_649_bundle.zip,Applicant_649,CS/15637,Nyamira,Dairy,Bank statements,722611024,Fail,"financial statement unverifiable, password protected",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_650_bundle (1).zip,Applicant_650,PVT-XYU8EX3B,Nairobi,Other,Bank statements,723110161,Fail,"Not a priority VC, printing services",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_651_bundle.zip,Applicant_651,ASS RA-JRS6N7,Kwale,Other,Mpesa Statements,720229908,Fail,"Not a priority VC, juakali and cosmetic services",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_652_bundle.zip,Applicant_652,CS/26641,Turkana,Blue Economy,Bank statements,704302683,Pass,All documents presented,5,"Formally registered for over three years, strong financial governance, and functioning leadership.",5,Turnover consistently ≥10M with positive profits and electronic accounting system.,5,Sustained export demand and diversified customer base demonstrate competitiveness.,4,"Well-articulated business case with specific investments and measurable outcomes, but limited budgeting detail.",5,"Acts as an integrated aggregator, financial intermediary, and exporter.",4,Balanced inclusion and adoption of renewable energy practices.,,Tier 1,100,100,100,80,100,80,10,20,20,20,15,8,93,0,93,16,
application_653_bundle.zip,Applicant_653,CS/19862,Isiolo,Dairy,Income statements,725867810,Pass,Documents presented,4,"Registered ≥1–3 years with clear leadership, active members, and consistent operations.",3,Turnover consistently <1M but steady; financial evidence present and verifiable.,4,Shows clear and growing market with established distribution and some value-added differentiation.,4,"Strong and realistic plan with clear targets, equipment needs, and sustainability integration, though lacking detailed execution budget or risk analysis.",5,Meets the highest level of integration and relevance to program objectives.,5,High gender representation and multiple sustainability initiatives.,,Tier 1,80,60,80,80,100,100,8,12,16,20,15,10,81,0,81,70,
application_654_bundle.zip,Applicant_654,CS/28423,Garissa,Dairy,Bank statements,717407855,Fail,"financial statement unverifiable, password protected",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_655_bundle (1).zip,Applicant_655,No.44129,Vihiga,Construction,Bank statements,721782445,Pass,Necessary documentation attached,5,Registered > 3yrs,4,Turnover 5–<10M; mostly stable; bank/Mpesa + one statement.,3,"regular local sales, one main channel, emerging quality practices",3,"direction clear, but execution resources unclear",4,"priority VC, clear node participation, some linkages",5,,,Tier 1,100,80,60,60,80,100,10,16,12,15,12,10,75,0,75,106,
application_656_bundle.zip,Applicant_656,PVT-7LU575A3,Migori,Edible Oils,Bank statements,794248048,Fail,"financial statement unverifiable, password protected",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_657_bundle.zip,Applicant_657,PVT-9XUV33G,Kiambu,Other,Bank statements,727060021,Fail,"Not a priority VC, beekeeping",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_658_bundle.zip,Applicant_658,BN-MXC96J2B,Meru,Construction,Bank statements,722748300,Fail,No financial evidence from the last 12 months (2023),,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_659_bundle.zip,Applicant_659,PVT-GYUVMKM,Meru,Other,Bank statements,721688934,Fail,"Not a priority VC, animal feeds processing and distribution (dairy cows)",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_660_bundle.zip,Applicant_660,CS/1722,Busia,Textile,Bank statements,792007640,Pass,Necessary documentation attached,5,Registered > 3yrs,3,Turnover 1–<5M; stable or recovering; at least one statement,4,"consistent orders, multiple channels, quality control; but not yet strong multi-channel diversification",4,strong plan with minor gaps,5,"priority VC, critical node with linkages",2,,,Tier 1,100,60,80,80,100,40,10,12,16,20,15,4,77,0,77,96,
application_661_bundle (1).zip,Applicant_661,No 30of 2022,Uasin Gishu,Textile,Bank statements,708790705,Fail,No financial evidence from the last 12 months (2016),,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_662_bundle.zip,Applicant_662,SC/GM/YLA/CBO/191,Siaya,Other,None,722689442,Fail,"Not priority VC; avacado farming, no financial evidence ",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_663_bundle (1).zip,Applicant_663,BN-5XCXQXA,Machakos,Other,Bank statements,794494033,Fail,Not priority VC; plastics value addition,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_664_bundle.zip,Applicant_664,DSD/37/207/01/85936,Kakamega,Other,Bank statements,711187631,Fail,Not priority VC; dairy farming,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_665_bundle.zip,Applicant_665,KAK/E/SSD/SHG/1413/2021,Kakamega,Other,Bank statements,722272454,Fail,Not priority VC; dairy farming,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_666_bundle.zip,Applicant_666,No.7770,Kericho,Other,None,724328026,Fail,Not priority VC; ICT training,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_667_bundle.zip,Applicant_667,ASS-4CFC0F8,Kiambu,Other,Mpesa Statements,708877484,Fail,"Not a priority VC; poultry, financial statement unverifiable, password protected",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_668_bundle.zip,Applicant_668,ASS-0EECE47,Uasin Gishu,Textile,Bank statements,724663440,Fail,Thin financial evidence  ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_669_bundle.zip,Applicant_669,LLP-JQ1GDX8,Garissa,Other,Bank statements,728215723,Fail,Not a priority VC; livestock rearing and feed production,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_670_bundle.zip,Applicant_670,KJET-80D30670,Kwale,Other,Bank statements,727380854,Fail,Not a priority VC; ecotourism,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_671_bundle.zip,Applicant_671,ASS-0D90EAS,Kiambu,Construction,Cash books-expenses,720465722,Fail,No verifiable financial evidence ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_672_bundle.zip,Applicant_672,SD/Ya/2020/06/30/1738,Machakos,Other,None,798273212,Fail,Not a priority VC; agricultural inputs and training,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_673_bundle.zip,Applicant_673,----,Lamu,Other,Bank Statement,723487491,Fail,"Thin financial evidence only for the year 2025
Poultry and goat farming, out of scope in value chain",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_674_bundle (1).zip,Applicant_674,BN-6GCQ2565,Turkana,Other,Bank statements,717608490,Fail,Not a priority VC; Bakery business,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_674_bundle.zip,Applicant_674,BN-6GCQ2565,Turkana,Other,Bank Statement,717608490,Fail,OUT OF SCOPE IN VALUE CHAIN (BAKERY BUSINESS),3,Registered <1 yr (Jan 2024); basic structure with Secretary & Manager,2,"Turnover <1M (100K, 120K, 150K across 2022-2024); sporadic records in bank statement",3,Regular local sales; one channel (county-wide); emerging quality practices,4,Strong problem statement with SMART targets; detailed execution plan; targets & timelines present; minor budget gaps,0,Not in priority VC (Bakery not among the 10 designated VCs),5,"≥50% women (70%); ≥50% youth (77%); women in leadership (Manager); 2+ green practices (solar, LED, composting, eco-packaging)",,Tier 2,60,40,60,80,0,100,6,8,12,20,0,10,56,0,56,#N/A,
